PRODUCT,SYMBOOL | ISIN,VALUTA,LAATST,+/-,+/- %,SLOT,LAAG,HOOG,LAATSTE,
KV,XS0197703118,EUR,"% 74,10","-2,67","-3,48%","76,776","74,10","75,05",17:00:21,R
ROTHSCH.+CO CONT.F.04/UNDD,,,,,,,,,,
KV,XS1129788524,EUR,"% 98,54","-1,20","-1,21%","99,747","98,54","98,54",10:12:57,R
RUMAENIEN 14/24 MTND,,,,,,,,,,
KV,RUMB | XS1313004928,EUR,"% 84,50","-0,79","-0,93%","85,299","84,50","84,50",10:12:57,R
RUMAENIEN 15/35 MTN REGSD,,,,,,,,,,
KV,XS1420357318,EUR,"% 94,465","-0,02","-0,02%","94,485","94,295","94,645",17:17:01,R
RUMAENIEN 16/28 MTN REGSD,,,,,,,,,,
KV,XS1768067297,EUR,"% 87,475","-0,17","-0,19%","87,646","87,475","87,475",08:23:46,R
RUMAENIEN 18/30 MTN REGSD,,,,,,,,,,
KV,XS1768074319,EUR,"% 76,73","-0,20","-0,26%","76,933","76,50","76,73",17:00:21,R
RUMAENIEN 18/38 MTN REGSD,,,,,,,,,,
KV,XS1892127470,EUR,"% 83,37","-0,17","-0,20%","83,54","83,16","83,37",17:10:52,R
RUMAENIEN 18/39 MTN REGSD,,,,,,,,,,
KV,XS2109813142,EUR,"% 67,21","-0,02","-0,04%","67,237","66,77","67,21",17:00:07,R
RUMAENIEN 20/50 MTN REGSD,,,,,,,,,,
KV,XS1219499032,EUR,"% 98,85","-0,46","-0,46%","99,315","98,73","98,86",17:00:21,R
RWE AG SUB.ANL.15/75D,,,,,,,,,,
KV,SN5A | DE000A1TNA70,EUR,"% 87,09","-1,16","-1,31%","88,25","87,09","87,09",10:12:57,R
SANHA ANL 13/26 STZD,,,,,,,,,,
KV,XS0202197694,EUR,% —,—,—%,"84,931",—,—,—,R
SANTANDER FRNPLC,,,,,,,,,,
KV,SLH1 | DE000A2YN256,EUR,"% 12,81","+0,08","+0,62%","12,73","12,80","12,81",17:10:53,R
SCHLOTE HOLD ANL.19/24D,,,,,,,,,,
KV,DE000A2YPAJ3,EUR,"% 100,25","+0,18","+0,18%","100,063","100,25","100,25",17:00:21,R
SEMPER IDEM ANL 19/25D,,,,,,,,,,
KV,FR0000585564,EUR,% —,—,—%,—,—,—,—,R
SG TITRE SUB TMOD,,,,,,,,,,
KV,PTSINCOM0001,EUR,% —,—,—%,—,—,—,—,ED
"SIC 5,95% 3JUL28D",,,,,,,,,,
KV,BSINB | PTSINBOM0002,EUR,"% 98,80","+0,24","+0,24%","98,56","98,80","98,80",14:19:39,R
SIC3.95%11JUN2025D,,,,,,,,,,
KV,SI9V | XS2049616894,EUR,"% 75,88","-0,32","-0,42%","76,202","75,88","75,88",08:23:46,R
SIEMENS FIN 19/34 MTNB,,,,,,,,,,
KV,SNGB | DE000A2AA5H5,EUR,"% 70,90","+1,40","+2,01%","69,50","69,50","71,00",16:37:22,R
SINGULUS TECHN. AG 16/26D,,,,,,,,,,
KV,BSLBC | PTSLBCOM0018,EUR,% —,—,—%,"99,50",—,—,—,R
SLB 4% 28JUL2024D,,,,,,,,,,
KV,BSLSM | PTSLBMOM0016,EUR,% —,—,—%,"99,00",—,—,—,R
"SLB 4,6% 01JUN25D",,,,,,,,,,
KV,BSLBN | PTSLBNOM0007,EUR,"% 100,40","+0,03","+0,03%","100,37","100,40","100,40",17:06:15,R
"SLB 5,75%17MAY26D",,,,,,,,,,
KV,XS0209792166,EUR,% —,—,—%,"92,60",—,—,—,R
SNS BK FRNJAN35D,,,,,,,,,,
KV,QS32 | FR0013237484,EUR,"% 72,00","+50,45","+234,24%","21,541","72,00","72,00",13-10-20,R
SOLOCAL GRP 17/25 FLRC,,,,,,,,,,
KV,STIA | DE000A2NBZ21,EUR,"% 83,50","+0,30","+0,36%","83,20","83,10","83,50",17:10:51,R
SOWITEC GROUP ANL.18/26D,,,,,,,,,,
KV,OE8M | ES0000012411,EUR,"% 118,72","+0,25","+0,21%","118,47","118,26","118,73",17:20:04,R
SPANIEN 01-32 30.07B,,,,,,,,,,
KV,OE8D | ES0000012932,EUR,"% 107,81","+0,32","+0,29%","107,489","106,35","107,81",17:20:04,R
SPANIEN 05-37B,,,,,,,,,,
KV,OE8N | ES00000120N0,EUR,"% 114,73","-0,14","-0,12%","114,871","114,27","114,73",17:00:21,R
SPANIEN 07/40B,,,,,,,,,,
KV,OE8L | ES00000122E5,EUR,"% 101,303","-0,01","-0,01%","101,317","101,258","101,31",17:20:04,R
SPANIEN 10-25B,,,,,,,,,,
KV,OE82 | ES00000123C7,EUR,"% 105,55","0,00","0,00%","105,542","105,47","105,55",17:00:07,R
SPANIEN 11-26B,,,,,,,,,,
KV,OE8U | ES00000124H4,EUR,"% 120,21","+0,53","+0,44%","119,676","119,37","120,21",16:00:39,R
SPANIEN 13-44B,,,,,,,,,,
KV,4SNK | ES00000126B2,EUR,"% 99,23","-0,50","-0,50%","99,732","99,23","99,23",10:12:58,R
SPANIEN 14-24B,,,,,,,,,,
KV,4SNZ | ES00000126D8,EUR,"% 109,00","+3,81","+3,62%","105,184","109,00","109,00",17:17:01,R
SPANIEN 14-64B,,,,,,,,,,
KV,OE1V | ES00000127G9,EUR,"% 98,45","-0,21","-0,21%","98,666","98,45","98,45",10:12:57,R
SPANIEN 15-25B,,,,,,,,,,
KV,OE8G | ES00000127A2,EUR,"% 94,435","+0,16","+0,17%","94,274","94,13","94,435",17:17:01,R
SPANIEN 15-30B,,,,,,,,,,
KV,OE1F | ES00000128H5,EUR,"% 96,01","-0,21","-0,22%","96,227","95,95","96,51",17:00:21,R
SPANIEN 16-26B,,,,,,,,,,
KV,OE8C | ES00000127Z9,EUR,"% 97,988","-0,01","-0,01%","97,999","97,89","97,994",17:20:04,R
SPANIEN 16-26B,,,,,,,,,,
KV,4SN2 | ES00000128C6,EUR,"% 87,44","+0,41","+0,47%","87,023","86,77","87,50",17:00:07,R
SPANIEN 16-46B,,,,,,,,,,
KV,4SN3 | ES00000128E2,EUR,"% 90,89","+0,67","+0,74%","90,215","89,09","90,89",17:17:01,R
SPANIEN 16-66B,,,,,,,,,,
KV,OE8S | ES0000012A89,EUR,"% 95,32","+0,05","+0,05%","95,264","95,19","95,33",17:00:08,R
SPANIEN 17-27B,,,,,,,,,,
KV,4SN9 | ES00000128Q6,EUR,"% 92,94","-0,34","-0,36%","93,28","92,70","93,88",17:00:21,R
SPANIEN 17-33B,,,,,,,,,,
KV,ES0000012J15,EUR,"% 92,71","+0,09","+0,09%","92,618","92,55","92,71",17:14:19,R
SPANIEN 21/27B,,,,,,,,,,
KV,ES0000012K95,EUR,"% 95,63","-0,12","-0,13%","95,758","95,13","95,63",17:00:21,R
SPANIEN 22/43B,,,,,,,,,,
KV,ES0000012L52,EUR,"% 99,84","+0,27","+0,27%","99,562","99,38","99,84",17:17:01,R
SPANIEN 23/33B,,,,,,,,,,
KV,ES0000012L60,EUR,"% 103,03","-0,01","-0,01%","103,047","103,03","103,03",10:12:57,R
SPANIEN 23/39B,,,,,,,,,,
KV,S3IC | XS1724873275,EUR,"% 96,161","-0,30","-0,31%","96,462","96,161","96,174",08:33:06,R
SUEDZUCKER INTL 17/25D,,,,,,,,,,
KV,S3IA | XS0222524372,EUR,"% 101,00","+1,34","+1,35%","99,654","100,75","101,30",17:10:51,R
SUEDZUCKER INTL05/UND.FLRC,,,,,,,,,,
KV,XS0205055675,EUR,% —,—,—%,"81,705",—,—,—,R
SYDBANK 2.812%PLD,,,,,,,,,,
KV,OLFC | XS0161100515,EUR,"% 115,82","-0,75","-0,64%","116,57","115,81","115,94",17:20:04,R
TEL. IT FIN. 03/33 MTNC,,,,,,,,,,
KV,TLNC | XS0162869076,EUR,"% 116,71","-0,74","-0,63%","117,453","116,71","116,71",08:23:46,R
TELEFON. EUROPE 03/33 MTNB,,,,,,,,,,
KV,YFTRN | FR0010532739,EUR,% —,—,—%,—,—,—,—,R
THEOLIA OCANES2041D,,,,,,,,,,
KV,TKAF | DE000A14J587,EUR,"% 98,942","+0,02","+0,02%","98,915","98,916","98,942",08:30:43,R
THYSSENKRUPP MTN 15/25C,,,,,,,,,,
KV,TCIBP | XS1693818525,EUR,% —,—,—%,—,—,—,—,R
TOTCIN1.375%OCT29A,,,,,,,,,,
KV,BTRVB | PTTRVBOE0000,EUR,% —,—,—%,"84,675",—,—,—,R
TRANQ.VIDA FRNPLD,,,,,,,,,,
KV,DE000HV2AMT6,EUR,"% 94,972","-0,03","-0,03%","95,006","94,94","94,972",17:10:54,R
UC-HVB PF 1893A,,,,,,,,,,
KV,XS2181689659,EUR,"% 75,60","-0,24","-0,32%","75,849","75,41","75,60",17:00:08,R
UNGARN 20/35B,,,,,,,,,,
KV,XS2558594391,EUR,"% 102,83","-0,28","-0,27%","103,117","102,80","103,41",17:20:04,R
UNGARN 22/27C,,,,,,,,,,
KV,PTVAACOM0009,EUR,% —,—,—%,—,—,—,—,ED
"VAA 5,3% 20MAY29D",,,,,,,,,,
KV,VACA | FR0012188456,EUR,"% 100,00",—,—%,—,"100,00","100,00",25-06-21,R
VALLOUREC 14/24D,,,,,,,,,,
KV,DE000A254NF5,EUR,"% 69,00","0,00","0,00%","69,00","69,00","69,00",10:12:57,R
VEGANZ GROUP IHS 20/25D,,,,,,,,,,
KV,AT0000A1D5E1,EUR,"% 98,39","-0,86","-0,87%","99,259","97,49","98,39",17:00:08,R
VIENNA INS.GRP 15-46 FLRD,,,,,,,,,,
KV,VASA | AT0000A1Y3P7,EUR,"% 98,935","-0,45","-0,45%","99,391","98,935","98,935",08:23:45,R
VOESTALPINE 17/24 MTND,,,,,,,,,,
KV,AT0000A27LQ1,EUR,"% 96,25","-0,37","-0,38%","96,624","96,25","96,25",17:00:21,R
VOESTALPINE 19/26 MTND,,,,,,,,,,
KV,XS1893631769,EUR,"% 97,30","-0,08","-0,08%","97,383","97,30","97,50",17:00:21,R
VOLKSW.FIN.SERV.MTN.18/26B,,,,,,,,,,
KV,XS1734548644,EUR,"% 96,806","-0,02","-0,02%","96,828","96,709","96,825",17:20:04,R
VOLKSWAGEN BK. MTN 17/25D,,,,,,,,,,
KV,XS1048428442,EUR,"% 100,201","+0,23","+0,23%","99,962","100,201","100,30",17:10:52,R
VOLKSWAGEN INTL 14/UNDFLRB,,,,,,,,,,
KV,XS1167667283,EUR,"% 89,73","-0,07","-0,08%","89,804","89,33","90,21",17:00:08,R
VOLKSWAGEN INTL 15/30 MTNB,,,,,,,,,,
KV,XS1206541366,EUR,"% 90,01","-0,39","-0,44%","90,408","89,34","90,01",17:00:06,R
VOLKSWAGEN INTL 15/UN.FLRB,,,,,,,,,,
KV,VWLC | XS2343821794,EUR,% —,—,—%,—,—,—,—,ED
VOLKSWAGEN LEASING 21/24D,,,,,,,,,,
KV,VWLE | XS2343822503,EUR,% —,—,—%,—,—,—,—,ED
VOLKSWAGEN LEASING 21/29B,,,,,,,,,,
KV,DE000A1ZY989,EUR,"% 96,81","-1,56","-1,58%","98,371","96,81","96,81",10:12:57,R
VONOVIA SE 15/25 MTNB,,,,,,,,,,
KV,VST2 | DE000A2R1SR7,EUR,"% 0,30","0,00","0,00%","0,30","0,30","0,30",25-06-24,R
VST BUILDING TECH. 19/24D,,,,,,,,,,
KV,AT0000A1VKJ4,EUR,"% 98,21","-4,79","-4,65%","103,00","98,21","100,10",17:00:08,R
WIENER ST.VERS. 17-27D,,,,,,,,,,
KV,WLV3 | XS1064049767,EUR,"% 99,95","+0,14","+0,14%","99,81","99,95","99,95",17:00:22,R
WUERTTEMB.LEBENSVER.14/44D,,,,,,,,,,
KV,XS1314321941,EUR,"% 101,44","-0,45","-0,44%","101,893","100,85","101,44",17:00:07,R
ZYPERN 15/25 MTNC,,,,,,,,,,
